,0,text,polarity,subjectivity,sentiment,neg,neu,pos,compound,text_len,text_word_count,punct,tokenized,nonstop,stemmed
1582,"RT @EarnLaptop: It's where the newbies of #affiliatemarketing come to become experts.
All you need to succeed is provided to you &amp; the comm…", it s where the newbies of  affiliatemarketing come to become experts  all you need to succeed is provided to you  amp  the comm ,0.0,0.0,positive,0.0,0.868,0.132,0.4939,129,23, it s where the newbies of  affiliatemarketing come to become experts  all you need to succeed is provided to you  amp  the comm ,"['', 'it', 's', 'where', 'the', 'newbies', 'of', 'affiliatemarketing', 'come', 'to', 'become', 'experts', 'all', 'you', 'need', 'to', 'succeed', 'is', 'provided', 'to', 'you', 'amp', 'the', 'comm', '']","['', 'newbies', 'affiliatemarketing', 'come', 'become', 'experts', 'need', 'succeed', 'provided', 'amp', 'comm', '']","['', 'newbi', 'affiliatemarket', 'come', 'becom', 'expert', 'need', 'succeed', 'provid', 'amp', 'comm', '']"
1583,"It's where the newbies of #affiliatemarketing come to become experts.
All you need to succeed is provided to you &amp;… https://t.co/hSKGDntKR5",it s where the newbies of  affiliatemarketing come to become experts  all you need to succeed is provided to you  amp    ,0.0,0.0,positive,0.0,0.856,0.144,0.4939,121,21,it s where the newbies of  affiliatemarketing come to become experts  all you need to succeed is provided to you  amp    ,"['it', 's', 'where', 'the', 'newbies', 'of', 'affiliatemarketing', 'come', 'to', 'become', 'experts', 'all', 'you', 'need', 'to', 'succeed', 'is', 'provided', 'to', 'you', 'amp', '']","['newbies', 'affiliatemarketing', 'come', 'become', 'experts', 'need', 'succeed', 'provided', 'amp', '']","['newbi', 'affiliatemarket', 'come', 'becom', 'expert', 'need', 'succeed', 'provid', 'amp', '']"
1584,Time Management Secrets for College Students: The Underground Playbook for Ma... https://t.co/sr7ixkcLLz via… https://t.co/YFuSnoRMfT,time management secrets for college students  the underground playbook for ma      via   ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,89,12,time management secrets for college students  the underground playbook for ma      via   ,"['time', 'management', 'secrets', 'for', 'college', 'students', 'the', 'underground', 'playbook', 'for', 'ma', 'via', '']","['time', 'management', 'secrets', 'college', 'students', 'underground', 'playbook', 'via', '']","['time', 'manag', 'secret', 'colleg', 'student', 'underground', 'playbook', 'via', '']"
1585,Get ready for #remote #job as Site Reliability Engineer - Databases for InfraCloud. https://t.co/0wmzgrswSv… https://t.co/CIZCSyK2xb,get ready for  remote  job as site reliability engineer   databases for infracloud     ,0.05,0.35,positive,0.0,0.815,0.185,0.3612,87,12,get ready for  remote  job as site reliability engineer   databases for infracloud     ,"['get', 'ready', 'for', 'remote', 'job', 'as', 'site', 'reliability', 'engineer', 'databases', 'for', 'infracloud', '']","['get', 'ready', 'remote', 'job', 'site', 'reliability', 'engineer', 'databases', 'infracloud', '']","['get', 'readi', 'remot', 'job', 'site', 'reliabl', 'engin', 'databas', 'infracloud', '']"
1586,Work From Home or Anywhere https://t.co/aE94ngxB5V #WorkFromHome #WorkFromAnywhere #remotework,work from home or anywhere    workfromhome  workfromanywhere  remotework,0.0,0.0,neutral,0.0,1.0,0.0,0.0,72,8,work from home or anywhere    workfromhome  workfromanywhere  remotework,"['work', 'from', 'home', 'or', 'anywhere', 'workfromhome', 'workfromanywhere', 'remotework']","['work', 'home', 'anywhere', 'workfromhome', 'workfromanywhere', 'remotework']","['work', 'home', 'anywher', 'workfromhom', 'workfromanywher', 'remotework']"
1587,A Youtube vid you might like FREE EARN $900 IN 60 SECONDS https://t.co/EjMQZLbt3U #workathome #workfromhome… https://t.co/Z0jW0Z2rRo,a youtube vid you might like free earn  900 in 60 seconds    workathome  workfromhome   ,0.4,0.8,positive,0.0,0.655,0.345,0.7003,88,14,a youtube vid you might like free earn   in  seconds    workathome  workfromhome   ,"['a', 'youtube', 'vid', 'you', 'might', 'like', 'free', 'earn', 'in', 'seconds', 'workathome', 'workfromhome', '']","['youtube', 'vid', 'might', 'like', 'free', 'earn', 'seconds', 'workathome', 'workfromhome', '']","['youtub', 'vid', 'might', 'like', 'free', 'earn', 'second', 'workathom', 'workfromhom', '']"
1588,WynnBET partners with Paysafe... - https://t.co/wiU79Bzu2l #workfromhome #marketing #contentmarketing #website… https://t.co/mW7AZGnjbd,wynnbet partners with paysafe         workfromhome  marketing  contentmarketing  website   ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,91,8,wynnbet partners with paysafe         workfromhome  marketing  contentmarketing  website   ,"['wynnbet', 'partners', 'with', 'paysafe', 'workfromhome', 'marketing', 'contentmarketing', 'website', '']","['wynnbet', 'partners', 'paysafe', 'workfromhome', 'marketing', 'contentmarketing', 'website', '']","['wynnbet', 'partner', 'paysaf', 'workfromhom', 'market', 'contentmarket', 'websit', '']"
1589,"RT @BusinessBreeze: Being #multitasking 
Multitask is asked by many employers or superiors. Probably, you have thought over it and realized…", being  multitasking  multitask is asked by many employers or superiors  probably  you have thought over it and realized ,0.5,0.5,positive,0.0,0.895,0.105,0.25,121,18, being  multitasking  multitask is asked by many employers or superiors  probably  you have thought over it and realized ,"['', 'being', 'multitasking', 'multitask', 'is', 'asked', 'by', 'many', 'employers', 'or', 'superiors', 'probably', 'you', 'have', 'thought', 'over', 'it', 'and', 'realized', '']","['', 'multitasking', 'multitask', 'asked', 'many', 'employers', 'superiors', 'probably', 'thought', 'realized', '']","['', 'multitask', 'multitask', 'ask', 'mani', 'employ', 'superior', 'probabl', 'thought', 'realiz', '']"
1590,"Being #multitasking 
Multitask is asked by many employers or superiors. Probably, you have thought over it and real… https://t.co/JgWYCOWaMT",being  multitasking  multitask is asked by many employers or superiors  probably  you have thought over it and real   ,0.35,0.4,positive,0.0,0.895,0.105,0.25,118,18,being  multitasking  multitask is asked by many employers or superiors  probably  you have thought over it and real   ,"['being', 'multitasking', 'multitask', 'is', 'asked', 'by', 'many', 'employers', 'or', 'superiors', 'probably', 'you', 'have', 'thought', 'over', 'it', 'and', 'real', '']","['multitasking', 'multitask', 'asked', 'many', 'employers', 'superiors', 'probably', 'thought', 'real', '']","['multitask', 'multitask', 'ask', 'mani', 'employ', 'superior', 'probabl', 'thought', 'real', '']"
1591,"If You Can Order A Pizza
You Can Make #Money With This System
https://t.co/SaIo9sO4Gp
#makemoney #earnmoney
#workfromhome #work",if you can order a pizza you can make  money with this system    makemoney  earnmoney  workfromhome  work,0.0,0.0,neutral,0.0,1.0,0.0,0.0,105,17,if you can order a pizza you can make  money with this system    makemoney  earnmoney  workfromhome  work,"['if', 'you', 'can', 'order', 'a', 'pizza', 'you', 'can', 'make', 'money', 'with', 'this', 'system', 'makemoney', 'earnmoney', 'workfromhome', 'work']","['order', 'pizza', 'make', 'money', 'system', 'makemoney', 'earnmoney', 'workfromhome', 'work']","['order', 'pizza', 'make', 'money', 'system', 'makemoney', 'earnmoney', 'workfromhom', 'work']"
1592,@Starbucks in hand as I begin another week of @united Airlines’s UGE CS Initial Training Class! Training and Burnin… https://t.co/VHh4obUjlp,  in hand as i begin another week of   airlines s uge cs initial training class  training and burnin   ,0.0,0.0,positive,0.0,0.824,0.176,0.4939,103,18,  in hand as i begin another week of   airlines s uge cs initial training class  training and burnin   ,"['', 'in', 'hand', 'as', 'i', 'begin', 'another', 'week', 'of', 'airlines', 's', 'uge', 'cs', 'initial', 'training', 'class', 'training', 'and', 'burnin', '']","['', 'hand', 'begin', 'another', 'week', 'airlines', 'uge', 'cs', 'initial', 'training', 'class', 'training', 'burnin', '']","['', 'hand', 'begin', 'anoth', 'week', 'airlin', 'uge', 'cs', 'initi', 'train', 'class', 'train', 'burnin', '']"
1593,RT @PasswordsFast: Time to Keep Your Passwords in a Safe Place...OFFLINE. https://t.co/c0aVKI7ibZ #FimeforaChange #SafeZone #Offline #passw…, time to keep your passwords in a safe place   offline     fimeforachange  safezone  offline  passw ,0.5,0.5,negative,0.189,0.629,0.182,0.2263,100,14, time to keep your passwords in a safe place   offline     fimeforachange  safezone  offline  passw ,"['', 'time', 'to', 'keep', 'your', 'passwords', 'in', 'a', 'safe', 'place', 'offline', 'fimeforachange', 'safezone', 'offline', 'passw', '']","['', 'time', 'keep', 'passwords', 'safe', 'place', 'offline', 'fimeforachange', 'safezone', 'offline', 'passw', '']","['', 'time', 'keep', 'password', 'safe', 'place', 'offlin', 'fimeforachang', 'safezon', 'offlin', 'passw', '']"
1594,RT @WeSabio: Concerned about getting a #job after bootcamp? Anna found that with Sabio's help she was completely prepared for her #intervie…, concerned about getting a  job after bootcamp  anna found that with sabio s help she was completely prepared for her  intervie ,0.1,0.4,positive,0.0,0.777,0.223,0.5984,128,21, concerned about getting a  job after bootcamp  anna found that with sabio s help she was completely prepared for her  intervie ,"['', 'concerned', 'about', 'getting', 'a', 'job', 'after', 'bootcamp', 'anna', 'found', 'that', 'with', 'sabio', 's', 'help', 'she', 'was', 'completely', 'prepared', 'for', 'her', 'intervie', '']","['', 'concerned', 'getting', 'job', 'bootcamp', 'anna', 'found', 'sabio', 'help', 'completely', 'prepared', 'intervie', '']","['', 'concern', 'get', 'job', 'bootcamp', 'anna', 'found', 'sabio', 'help', 'complet', 'prepar', 'intervi', '']"
1596,Concerned about getting a #job after bootcamp? Anna found that with Sabio's help she was completely prepared for he… https://t.co/GK7tSxlA6H,concerned about getting a  job after bootcamp  anna found that with sabio s help she was completely prepared for he   ,0.1,0.4,positive,0.0,0.766,0.234,0.5984,118,20,concerned about getting a  job after bootcamp  anna found that with sabio s help she was completely prepared for he   ,"['concerned', 'about', 'getting', 'a', 'job', 'after', 'bootcamp', 'anna', 'found', 'that', 'with', 'sabio', 's', 'help', 'she', 'was', 'completely', 'prepared', 'for', 'he', '']","['concerned', 'getting', 'job', 'bootcamp', 'anna', 'found', 'sabio', 'help', 'completely', 'prepared', '']","['concern', 'get', 'job', 'bootcamp', 'anna', 'found', 'sabio', 'help', 'complet', 'prepar', '']"
1597,"Like mother, like daughter. Hardwork and success is in her future! ❤️ #WorkFromHome #mommyanddaughter https://t.co/VxvpBxVu7F",like mother  like daughter  hardwork and success is in her future      workfromhome  mommyanddaughter  ,0.15,0.0625,positive,0.0,0.535,0.465,0.8271,103,13,like mother  like daughter  hardwork and success is in her future      workfromhome  mommyanddaughter  ,"['like', 'mother', 'like', 'daughter', 'hardwork', 'and', 'success', 'is', 'in', 'her', 'future', 'workfromhome', 'mommyanddaughter', '']","['like', 'mother', 'like', 'daughter', 'hardwork', 'success', 'future', 'workfromhome', 'mommyanddaughter', '']","['like', 'mother', 'like', 'daughter', 'hardwork', 'success', 'futur', 'workfromhom', 'mommyanddaught', '']"
1598,Time to Keep Your Passwords in a Safe Place...OFFLINE. https://t.co/c0aVKI7ibZ #FimeforaChange #SafeZone #Offline… https://t.co/htoCYTDFi6,time to keep your passwords in a safe place   offline     fimeforachange  safezone  offline   ,0.5,0.5,negative,0.201,0.604,0.195,0.2263,94,13,time to keep your passwords in a safe place   offline     fimeforachange  safezone  offline   ,"['time', 'to', 'keep', 'your', 'passwords', 'in', 'a', 'safe', 'place', 'offline', 'fimeforachange', 'safezone', 'offline', '']","['time', 'keep', 'passwords', 'safe', 'place', 'offline', 'fimeforachange', 'safezone', 'offline', '']","['time', 'keep', 'password', 'safe', 'place', 'offlin', 'fimeforachang', 'safezon', 'offlin', '']"
1599,RT @NexxtJobs: The Best Remote Jobs &amp; Careers #jobs #careers #jobsearch #workfromhome #remote https://t.co/R9AUzh5JA5 https://t.co/3g8jHAtG…, the best remote jobs  amp  careers  jobs  careers  jobsearch  workfromhome  remote    ,0.26666666666666666,0.2333333333333333,positive,0.0,0.704,0.296,0.6369,87,11, the best remote jobs  amp  careers  jobs  careers  jobsearch  workfromhome  remote    ,"['', 'the', 'best', 'remote', 'jobs', 'amp', 'careers', 'jobs', 'careers', 'jobsearch', 'workfromhome', 'remote', '']","['', 'best', 'remote', 'jobs', 'amp', 'careers', 'jobs', 'careers', 'jobsearch', 'workfromhome', 'remote', '']","['', 'best', 'remot', 'job', 'amp', 'career', 'job', 'career', 'jobsearch', 'workfromhom', 'remot', '']"
1600,"RT @scientya_blog: ""We must begin to evaluate productivity by results, rather than by effort."" ➡️ Reasons Why the 8-Hour Workday Doesn’t Ma…",  we must begin to evaluate productivity by results  rather than by effort      reasons why the 8 hour workday doesn t ma ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,122,21,  we must begin to evaluate productivity by results  rather than by effort      reasons why the  hour workday doesn t ma ,"['', 'we', 'must', 'begin', 'to', 'evaluate', 'productivity', 'by', 'results', 'rather', 'than', 'by', 'effort', 'reasons', 'why', 'the', 'hour', 'workday', 'doesn', 't', 'ma', '']","['', 'must', 'begin', 'evaluate', 'productivity', 'results', 'rather', 'effort', 'reasons', 'hour', 'workday', '']","['', 'must', 'begin', 'evalu', 'product', 'result', 'rather', 'effort', 'reason', 'hour', 'workday', '']"
1601,"The #1 FASTEST way to make money online

Affiliate Marketing the Easy Way - Make your First Sale in 10 Minutes… https://t.co/KNWC1bFtdN",the  1 fastest way to make money online  affiliate marketing the easy way   make your first sale in 10 minutes   ,0.3416666666666667,0.5833333333333334,positive,0.0,0.861,0.139,0.4404,113,20,the   fastest way to make money online  affiliate marketing the easy way   make your first sale in  minutes   ,"['the', 'fastest', 'way', 'to', 'make', 'money', 'online', 'affiliate', 'marketing', 'the', 'easy', 'way', 'make', 'your', 'first', 'sale', 'in', 'minutes', '']","['fastest', 'way', 'make', 'money', 'online', 'affiliate', 'marketing', 'easy', 'way', 'make', 'first', 'sale', 'minutes', '']","['fastest', 'way', 'make', 'money', 'onlin', 'affili', 'market', 'easi', 'way', 'make', 'first', 'sale', 'minut', '']"
1602,"""We must begin to evaluate productivity by results, rather than by effort."" ➡️ Reasons Why the 8-Hour Workday Doesn… https://t.co/dC7fbymBB9", we must begin to evaluate productivity by results  rather than by effort      reasons why the 8 hour workday doesn   ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,118,19, we must begin to evaluate productivity by results  rather than by effort      reasons why the  hour workday doesn   ,"['', 'we', 'must', 'begin', 'to', 'evaluate', 'productivity', 'by', 'results', 'rather', 'than', 'by', 'effort', 'reasons', 'why', 'the', 'hour', 'workday', 'doesn', '']","['', 'must', 'begin', 'evaluate', 'productivity', 'results', 'rather', 'effort', 'reasons', 'hour', 'workday', '']","['', 'must', 'begin', 'evalu', 'product', 'result', 'rather', 'effort', 'reason', 'hour', 'workday', '']"
1603,"RT @TechjobApp: 📣 #JobAlert

🧑‍💻 Senior in #javascript and #react
🏙️ Integer Consulting
🪙 $1,852 / m
🏠 #WorkFromHome – Remote

Apply now! h…",    jobalert      senior in  javascript and  react    integer consulting    1 852   m    workfromhome   remote  apply now  h ,-0.1,0.2,neutral,0.0,1.0,0.0,0.0,125,16,    jobalert      senior in  javascript and  react    integer consulting        m    workfromhome   remote  apply now  h ,"['', 'jobalert', 'senior', 'in', 'javascript', 'and', 'react', 'integer', 'consulting', 'm', 'workfromhome', 'remote', 'apply', 'now', 'h', '']","['', 'jobalert', 'senior', 'javascript', 'react', 'integer', 'consulting', 'workfromhome', 'remote', 'apply', 'h', '']","['', 'jobalert', 'senior', 'javascript', 'react', 'integ', 'consult', 'workfromhom', 'remot', 'appli', 'h', '']"
1604,"RT @DynamicDouble: Despite the lockdown ending, it's so important to keep #remoteworking an option. Many disabled people benefit from remot…", despite the lockdown ending  it s so important to keep  remoteworking an option  many disabled people benefit from remot ,0.2333333333333333,0.6,positive,0.0,0.749,0.251,0.656,122,19, despite the lockdown ending  it s so important to keep  remoteworking an option  many disabled people benefit from remot ,"['', 'despite', 'the', 'lockdown', 'ending', 'it', 's', 'so', 'important', 'to', 'keep', 'remoteworking', 'an', 'option', 'many', 'disabled', 'people', 'benefit', 'from', 'remot', '']","['', 'despite', 'lockdown', 'ending', 'important', 'keep', 'remoteworking', 'option', 'many', 'disabled', 'people', 'benefit', 'remot', '']","['', 'despit', 'lockdown', 'end', 'import', 'keep', 'remotework', 'option', 'mani', 'disabl', 'peopl', 'benefit', 'remot', '']"
1605,"Daily coworker photo: both of us are looking forward to season 2 of #TedLasso this week! #hype 
#WorkFromHome #cats https://t.co/DmkI8qjPJt",daily coworker photo  both of us are looking forward to season 2 of  tedlasso this week   hype   workfromhome  cats  ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,117,19,daily coworker photo  both of us are looking forward to season  of  tedlasso this week   hype   workfromhome  cats  ,"['daily', 'coworker', 'photo', 'both', 'of', 'us', 'are', 'looking', 'forward', 'to', 'season', 'of', 'tedlasso', 'this', 'week', 'hype', 'workfromhome', 'cats', '']","['daily', 'coworker', 'photo', 'us', 'looking', 'forward', 'season', 'tedlasso', 'week', 'hype', 'workfromhome', 'cats', '']","['daili', 'cowork', 'photo', 'us', 'look', 'forward', 'season', 'tedlasso', 'week', 'hype', 'workfromhom', 'cat', '']"
1606,"RT @KarthickSystems: Certified Technician
#northchennai #chennai #royapuram #beach #chennaiharbour #beachlove #royapuurambeach #beachlovers…", certified technician  northchennai  chennai  royapuram  beach  chennaiharbour  beachlove  royapuurambeach  beachlovers ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,120,10, certified technician  northchennai  chennai  royapuram  beach  chennaiharbour  beachlove  royapuurambeach  beachlovers ,"['', 'certified', 'technician', 'northchennai', 'chennai', 'royapuram', 'beach', 'chennaiharbour', 'beachlove', 'royapuurambeach', 'beachlovers', '']","['', 'certified', 'technician', 'northchennai', 'chennai', 'royapuram', 'beach', 'chennaiharbour', 'beachlove', 'royapuurambeach', 'beachlovers', '']","['', 'certifi', 'technician', 'northchennai', 'chennai', 'royapuram', 'beach', 'chennaiharbour', 'beachlov', 'royapuurambeach', 'beachlov', '']"
1607,"Forever families in mourning, missing my sister who was a wonderful support to me and my Forever business, grateful… https://t.co/Gr5lPUHGJN",forever families in mourning  missing my sister who was a wonderful support to me and my forever business  grateful   ,0.4,0.525,positive,0.185,0.473,0.342,0.6486,118,19,forever families in mourning  missing my sister who was a wonderful support to me and my forever business  grateful   ,"['forever', 'families', 'in', 'mourning', 'missing', 'my', 'sister', 'who', 'was', 'a', 'wonderful', 'support', 'to', 'me', 'and', 'my', 'forever', 'business', 'grateful', '']","['forever', 'families', 'mourning', 'missing', 'sister', 'wonderful', 'support', 'forever', 'business', 'grateful', '']","['forev', 'famili', 'mourn', 'miss', 'sister', 'wonder', 'support', 'forev', 'busi', 'grate', '']"
1608,The Best Remote Jobs &amp; Careers #jobs #careers #jobsearch #workfromhome #remote https://t.co/R9AUzh5JA5 https://t.co/3g8jHAtGlI,the best remote jobs  amp  careers  jobs  careers  jobsearch  workfromhome  remote    ,0.26666666666666666,0.2333333333333333,positive,0.0,0.704,0.296,0.6369,86,11,the best remote jobs  amp  careers  jobs  careers  jobsearch  workfromhome  remote    ,"['the', 'best', 'remote', 'jobs', 'amp', 'careers', 'jobs', 'careers', 'jobsearch', 'workfromhome', 'remote', '']","['best', 'remote', 'jobs', 'amp', 'careers', 'jobs', 'careers', 'jobsearch', 'workfromhome', 'remote', '']","['best', 'remot', 'job', 'amp', 'career', 'job', 'career', 'jobsearch', 'workfromhom', 'remot', '']"
1609,"Federal Government jobs available on Careerbarn. Apply to Patient Advocate, Administrative Assistant, Security Offi… https://t.co/ructmvC1lN",federal government jobs available on careerbarn  apply to patient advocate  administrative assistant  security offi   ,0.4,0.4,positive,0.0,0.844,0.156,0.34,118,14,federal government jobs available on careerbarn  apply to patient advocate  administrative assistant  security offi   ,"['federal', 'government', 'jobs', 'available', 'on', 'careerbarn', 'apply', 'to', 'patient', 'advocate', 'administrative', 'assistant', 'security', 'offi', '']","['federal', 'government', 'jobs', 'available', 'careerbarn', 'apply', 'patient', 'advocate', 'administrative', 'assistant', 'security', 'offi', '']","['feder', 'govern', 'job', 'avail', 'careerbarn', 'appli', 'patient', 'advoc', 'administr', 'assist', 'secur', 'offi', '']"
1610,"RT @ithemes: DON'T MISS OUT!

This week's #WPprosper webinar is all about why it's hard to work from home - with tips from @nathaningram an…", don t miss out   this week s  wpprosper webinar is all about why it s hard to work from home   with tips from   an ,-0.2916666666666667,0.5416666666666666,negative,0.136,0.864,0.0,-0.25,116,24, don t miss out   this week s  wpprosper webinar is all about why it s hard to work from home   with tips from   an ,"['', 'don', 't', 'miss', 'out', 'this', 'week', 's', 'wpprosper', 'webinar', 'is', 'all', 'about', 'why', 'it', 's', 'hard', 'to', 'work', 'from', 'home', 'with', 'tips', 'from', 'an', '']","['', 'miss', 'week', 'wpprosper', 'webinar', 'hard', 'work', 'home', 'tips', '']","['', 'miss', 'week', 'wpprosper', 'webinar', 'hard', 'work', 'home', 'tip', '']"
1611,RT @LivingWellPro1: Secrets of Successful Online Businesses - AffiliSitesPro - Live Well Mar... https://t.co/JVG9VkMucd via @YouTube #WorkF…, secrets of successful online businesses   affilisitespro   live well mar      via    workf ,0.4431818181818182,0.725,positive,0.0,0.604,0.396,0.7096,92,11, secrets of successful online businesses   affilisitespro   live well mar      via    workf ,"['', 'secrets', 'of', 'successful', 'online', 'businesses', 'affilisitespro', 'live', 'well', 'mar', 'via', 'workf', '']","['', 'secrets', 'successful', 'online', 'businesses', 'affilisitespro', 'live', 'well', 'mar', 'via', 'workf', '']","['', 'secret', 'success', 'onlin', 'busi', 'affilisitespro', 'live', 'well', 'mar', 'via', 'workf', '']"
1612,Secrets of Successful Online Businesses - AffiliSitesPro - Live Well Mar... https://t.co/JVG9VkMucd via @YouTube… https://t.co/H0LQj0l0kh,secrets of successful online businesses   affilisitespro   live well mar      via     ,0.4431818181818182,0.725,positive,0.0,0.576,0.424,0.7096,86,10,secrets of successful online businesses   affilisitespro   live well mar      via     ,"['secrets', 'of', 'successful', 'online', 'businesses', 'affilisitespro', 'live', 'well', 'mar', 'via', '']","['secrets', 'successful', 'online', 'businesses', 'affilisitespro', 'live', 'well', 'mar', 'via', '']","['secret', 'success', 'onlin', 'busi', 'affilisitespro', 'live', 'well', 'mar', 'via', '']"
1613,"RT @flexworkafrika: Work anywhere in the world from anywhere in Africa.

#remotework #workfromhome #remoteworking #digitalnomad #wfh #cowor…", work anywhere in the world from anywhere in africa    remotework  workfromhome  remoteworking  digitalnomad  wfh  cowor ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,121,15, work anywhere in the world from anywhere in africa    remotework  workfromhome  remoteworking  digitalnomad  wfh  cowor ,"['', 'work', 'anywhere', 'in', 'the', 'world', 'from', 'anywhere', 'in', 'africa', 'remotework', 'workfromhome', 'remoteworking', 'digitalnomad', 'wfh', 'cowor', '']","['', 'work', 'anywhere', 'world', 'anywhere', 'africa', 'remotework', 'workfromhome', 'remoteworking', 'digitalnomad', 'wfh', 'cowor', '']","['', 'work', 'anywher', 'world', 'anywher', 'africa', 'remotework', 'workfromhom', 'remotework', 'digitalnomad', 'wfh', 'cowor', '']"
1614,"DON'T MISS OUT!

This week's #WPprosper webinar is all about why it's hard to work from home - with tips from… https://t.co/9Dv5uH750K",don t miss out   this week s  wpprosper webinar is all about why it s hard to work from home   with tips from   ,-0.2916666666666667,0.5416666666666666,negative,0.143,0.857,0.0,-0.25,112,23,don t miss out   this week s  wpprosper webinar is all about why it s hard to work from home   with tips from   ,"['don', 't', 'miss', 'out', 'this', 'week', 's', 'wpprosper', 'webinar', 'is', 'all', 'about', 'why', 'it', 's', 'hard', 'to', 'work', 'from', 'home', 'with', 'tips', 'from', '']","['miss', 'week', 'wpprosper', 'webinar', 'hard', 'work', 'home', 'tips', '']","['miss', 'week', 'wpprosper', 'webinar', 'hard', 'work', 'home', 'tip', '']"
1615,RT @ResilienceElite: #workfromhome #ehealth #healthandwellness #healthinsurance #healthylifestyle #austintxagent #whoohoo #blessingsonbless…,  workfromhome  ehealth  healthandwellness  healthinsurance  healthylifestyle  austintxagent  whoohoo  blessingsonbless ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,120,8,  workfromhome  ehealth  healthandwellness  healthinsurance  healthylifestyle  austintxagent  whoohoo  blessingsonbless ,"['', 'workfromhome', 'ehealth', 'healthandwellness', 'healthinsurance', 'healthylifestyle', 'austintxagent', 'whoohoo', 'blessingsonbless', '']","['', 'workfromhome', 'ehealth', 'healthandwellness', 'healthinsurance', 'healthylifestyle', 'austintxagent', 'whoohoo', 'blessingsonbless', '']","['', 'workfromhom', 'ehealth', 'healthandwel', 'healthinsur', 'healthylifestyl', 'austintxag', 'whoohoo', 'blessingsonbless', '']"
1618,"RT @dvlprroshan: Today I created this beautiful Blog Website Using ReactJS . Working for own project.
.
.
.
#reactjs #100DaysOfCode #UI #ui…", today i created this beautiful blog website using reactjs   working for own project         reactjs  100daysofcode  ui  ui ,0.725,1.0,positive,0.0,0.679,0.321,0.7667,124,17, today i created this beautiful blog website using reactjs   working for own project         reactjs  daysofcode  ui  ui ,"['', 'today', 'i', 'created', 'this', 'beautiful', 'blog', 'website', 'using', 'reactjs', 'working', 'for', 'own', 'project', 'reactjs', 'daysofcode', 'ui', 'ui', '']","['', 'today', 'created', 'beautiful', 'blog', 'website', 'using', 'reactjs', 'working', 'project', 'reactjs', 'daysofcode', 'ui', 'ui', '']","['', 'today', 'creat', 'beauti', 'blog', 'websit', 'use', 'reactj', 'work', 'project', 'reactj', 'daysofcod', 'ui', 'ui', '']"
1619,#COVID19 #Lochdown #furlough #WorkFromHome #SocialDistancing #trackandtrace  !! What was all that about  ??? https://t.co/ldKvsoqXcE, covid19  lochdown  furlough  workfromhome  socialdistancing  trackandtrace     what was all that about       ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,110,11, covid  lochdown  furlough  workfromhome  socialdistancing  trackandtrace     what was all that about       ,"['', 'covid', 'lochdown', 'furlough', 'workfromhome', 'socialdistancing', 'trackandtrace', 'what', 'was', 'all', 'that', 'about', '']","['', 'covid', 'lochdown', 'furlough', 'workfromhome', 'socialdistancing', 'trackandtrace', '']","['', 'covid', 'lochdown', 'furlough', 'workfromhom', 'socialdistanc', 'trackandtrac', '']"
1621,"Put an end to awkward virtual meetings. Assign a host, and let them lead the call.

#WFH #WorkFromHome… https://t.co/G09aAhzsex",put an end to awkward virtual meetings  assign a host  and let them lead the call    wfh  workfromhome   ,-0.6,1.0,negative,0.091,0.909,0.0,-0.1531,105,18,put an end to awkward virtual meetings  assign a host  and let them lead the call    wfh  workfromhome   ,"['put', 'an', 'end', 'to', 'awkward', 'virtual', 'meetings', 'assign', 'a', 'host', 'and', 'let', 'them', 'lead', 'the', 'call', 'wfh', 'workfromhome', '']","['put', 'end', 'awkward', 'virtual', 'meetings', 'assign', 'host', 'let', 'lead', 'call', 'wfh', 'workfromhome', '']","['put', 'end', 'awkward', 'virtual', 'meet', 'assign', 'host', 'let', 'lead', 'call', 'wfh', 'workfromhom', '']"
1622,"RT @LeanStartupLive: How To Implement A Hybrid Work Model https://t.co/9BtDNbaqQN

#HybridWork #Remote #WFH #WorkFromHome #Office https://t…", how to implement a hybrid work model     hybridwork  remote  wfh  workfromhome  office  ,-0.1,0.2,neutral,0.0,1.0,0.0,0.0,89,12, how to implement a hybrid work model     hybridwork  remote  wfh  workfromhome  office  ,"['', 'how', 'to', 'implement', 'a', 'hybrid', 'work', 'model', 'hybridwork', 'remote', 'wfh', 'workfromhome', 'office', '']","['', 'implement', 'hybrid', 'work', 'model', 'hybridwork', 'remote', 'wfh', 'workfromhome', 'office', '']","['', 'implement', 'hybrid', 'work', 'model', 'hybridwork', 'remot', 'wfh', 'workfromhom', 'offic', '']"
